ORF	start	stop	orientation	name	function	class	subclass	EC	LocateP Subcellular Localization Prediction				
lp_2958	2632231	2634081	-	wapA	cell surface protein precursor	Cell envelope	Cell surface proteins: LPxTG anchor		@LPxTG Cell-wall anchored				
lp_2959	2634220	2635122	-	lp_2959	transport protein	Transport and binding proteins	Drug/metabolite (DMT superfamily)		@Multi-transmembrane				
lp_2960	2635316	2636014	+	lp_2960	acyltransferase (putative)	Hypothetical proteins	Conserved: putative function						
lp_2961	2636192	2637112	-	lp_2961	metal-dependent hydrolase (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_2963	2637212	2637832	+	lp_2963	transcription regulator, TetR family (putative)	Regulatory functions	TetR/AcrR-family regulators		@N-terminally anchored (No CS)				
lp_2964	2637921	2638220	-	lp_2964	transcription regulator (putative)	Regulatory functions	Other		@Intracellular				
lp_2965	2638326	2639210	-	lp_2965	transcriptional regulator/ sugar kinase, ROK family	Energy metabolism	Sugars	2.7.1.-	@Intracellular				
lp_2966	2639406	2641160	-	lp_2966	ABC transporter, ATP-binding and permease protein	Transport and binding proteins	Multidrug resistance		@Multi-transmembrane				
lp_2967	2641192	2641725	-	lp_2967	transcription regulator, MarR family	Regulatory functions	MarR-family regulators		@Intracellular				
lp_2968	2641880	2642530	-	lp_2968	nitroreductase	Energy metabolism	Anaerobic	1.-.-.-	@Intracellular				
lp_2969	2642875	2644860	+	pts22CBA	N-acetylglucosamine PTS, EIICBA	Transport and binding proteins	PTS systems	2.7.1.69	@Multi-transmembrane				
lp_2972	2645412	2646182	-	lp_2972	ABC transporter, ATP-binding protein	Transport and binding proteins	Unknown substrate		@Intracellular				
lp_2973	2646082	2647080	-	lp_2973	ABC transporter, permease protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_2974	2647101	2648063	-	lp_2974	ABC transporter, substrate binding protein	Transport and binding proteins	Unknown substrate		@Lipid anchored				
lp_2975	2648508	2650013	-	lp_2975	extracellular protein	Cell envelope	Cell surface proteins: other		@Secretory(released) (with CS)				
lp_2976	2650013	2650387	-	lp_2976	cell surface protein precursor (putative)	Cell envelope	Cell surface proteins: LPxTG anchor		@LPxTG Cell-wall anchored				
lp_2977	2650472	2651512	-	lp_2977	cell surface protein precursor, DUF916 family	Cell envelope	Cell surface proteins: other		@LPxTG Cell-wall anchored				
lp_2978	2651589	2652368	-	lp_2978	extracellular protein	Cell envelope	Cell surface proteins: other		@Secretory(released) (with CS)				
lp_2979	2653012	2653416	-	lp_2979	acetoin utilization protein (putative)	Hypothetical proteins	Conserved: putative function						
lp_2980	2653427	2653648	-	lp_2980	acetoin utilization protein (putative)	Hypothetical proteins	Conserved: putative function						
lp_2981	2653654	2654355	-	livE	branched-chain amino acid ABC transporter, ATP-binding protein	Transport and binding proteins	Amino acids, peptides and amines		@Intracellular				
lp_2982	2654359	2655135	-	livD	branched-chain amino acid ABC transporter, ATP-binding protein	Transport and binding proteins	Amino acids, peptides and amines		@Intracellular				
lp_2983	2655131	2656090	-	livC	branched-chain amino acid ABC transporter, permease protein	Transport and binding proteins	Amino acids, peptides and amines		@Multi-transmembrane				
lp_2984	2656110	2656985	-	livB	branched-chain amino acid ABC transporter, permease protein	Transport and binding proteins	Amino acids, peptides and amines		@Multi-transmembrane				
lp_2985	2657019	2658209	-	livA	branched-chain amino acid ABC transporter, substrate binding protein	Transport and binding proteins	Amino acids, peptides and amines		@Lipid anchored				
lp_2987	2658781	2658996	-	lp_2987	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_2988	2659094	2659891	-	zmp3	extracellular zinc metalloproteinase, M10 family (putative)	Cell envelope	Cell surface proteins: other	3.4.24.-	@Intracellular				
lp_2989	2660127	2660609	-	gtcA3	teichoic acid glycosylation protein (putative)	Cell envelope	Teichoic acid biosynthesis		@Multi-transmembrane				
lp_2991	2661017	2661685	-	lp_2991	transcriptional regulator, Cro/CI family (putative)	Regulatory functions	Cro/CI-family regulators		@Multi-transmembrane				
lp_2992	2662015	2663604	+	mntH2	manganese transport protein	Transport and binding proteins	Cations		@Multi-transmembrane				
lp_2993	2663607	2664035	+	lp_2993	nucleotide-binding protein, universal stress protein UspA family	cellular processes	adaptation and atypical conditions: other		@Intracellular				
lp_2994	2664161	2664430	+	lp_2994	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_2995	2664515	2665192	-	lp_2995	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_2996	2665211	2665387	-	lp_2996	transcription regulator, ArsR family, C-terminal fragment	Regulatory functions	ArsR-family regulators						
lp_2997	2665435	2665548	-	lp_2997	transcription regulator, ArsR family, N-terminal fragment (putative)	Regulatory functions	ArsR-family regulators						
lp_2998	2665548	2666111	-	lp_2998	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_3000	2667097	2669094	-	lp_3000	ABC transporter, ATP-binding and permease protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_3001	2669473	2672694	-	lp_3001	cell surface protein precursor (putative)	Cell envelope	Cell surface proteins: LPxTG anchor		@LPxTG Cell-wall anchored				
lp_3002	2672910	2673299	-	lp_3002	integral membrane protein	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane				
lp_3003	2673337	2674170	-	lp_3003	metallo-phosphoesterase (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_3004	2674307	2674669	+	lp_3004	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_3006	2674803	2675621	+	lp_3006	transcription regulator, TetR family	Regulatory functions	Other		@Intracellular				
lp_3008	2675830	2676273	-	pts23A	cellobiose PTS, EIIA	Transport and binding proteins	PTS systems	2.7.1.69	@Intracellular				
lp_3009	2676730	2677053	-	pts23B	cellobiose PTS, EIIB	Transport and binding proteins	PTS systems	2.7.1.69	@N-terminally anchored (with CS)				
lp_3010	2677080	2678549	-	pts23C	cellobiose PTS, EIIC	Transport and binding proteins	PTS systems	2.7.1.69	@Multi-transmembrane				
lp_3011	2678552	2679931	-	pbg6	6-phospho-beta-glucosidase	Energy metabolism	Sugars	3.2.1.86	@Intracellular				
lp_3012	2680131	2681147	-	lp_3012	NAD-dependent epimerase/dehydratase protein family (putative)	Hypothetical proteins	Conserved: putative function	1.-.-.-	@Intracellular				
lp_3013	2681253	2681693	+	lp_3013	transcription regulator, MerR family	Regulatory functions	MerR-family regulators		@Intracellular				
lp_3014	2682080	2682691	+	lp_3014	extracellular transglycosylase (putative)	Cell envelope	Cell surface proteins: peptidoglycan-bound		@N-terminally anchored (No CS)				
lp_3015	2683135	2683794	+	lp_3015	extracellular transglycosylase (putative)	Cell envelope	Cell surface proteins: peptidoglycan-bound		@Secretory(released) (with CS)				
lp_3016	2683961	2684560	-	lp_3016	integral membrane protein	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane				
lp_3017	2684714	2685058	+	lp_3017	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3018	2685050	2685940	-	lp_3018	ABC transporter substrate binding protein	Transport and binding proteins	Unknown substrate		@Lipid anchored				
lp_3019	2686054	2686575	+	lp_3019	extracellular protein (putative)	Cell envelope	Cell surface proteins: membrane bound		@N-terminally anchored (No CS)				
lp_3020	2686705	2687346	+	tag2	DNA-3-methyladenine glycosylase I	DNA metabolism	DNA replication recombination, and repair	3.2.2.20	@Intracellular				
lp_3021	2687548	2688681	+	lp_3021	diguanylate cyclase/phosphodiesterase, GGDEF domain (putative)	Hypothetical proteins	Conserved: putative function		@Multi-transmembrane				
lp_3022	2688758	2689180	-	lp_3022	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3023	2689183	2690703	-	umuC	nucleotidyltransferase/DNA polymerase	DNA metabolism	DNA replication recombination, and repair		@Intracellular				
lp_3024	2691044	2691952	-	lp_3024	transcription regulator, LysR family	Regulatory functions	LysR-family regulators		@Intracellular				
lp_3025	2692090	2692506	+	lp_3025	extracellular protein, membrane-anchored (putative)	Cell envelope	Cell surface proteins: membrane bound		@N-terminally anchored (No CS)				
lp_3026	2692526	2693266	+	lp_3026	short-chain dehydrogenase/oxidoreductase	Energy metabolism	Aerobic	1.-.-.-	@N-terminally anchored (No CS)				
lp_3027	2693317	2694249	+	lp_3027	integral membrane protein, N-terminal fragment (pseudogene)	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane				
lp_3028	2694074	2694718	+	lp_3028	integral membrane protein, C-terminal fragment (pseudogene)	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane				
lp_3029	2694738	2695373	+	lp_3029	oxidoreductase	Energy metabolism	Aerobic		@Intracellular				
lp_3030	2695389	2695880	+	lp_3030	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3031	2695909	2696316	+	lp_3031	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3032	2696333	2696683	+	lp_3032	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_3033	2696703	2697455	+	lp_3033	short-chain dehydrogenase/oxidoreductase	Energy metabolism	Aerobic		@Secretory(released) (with CS)				
lp_3034	2697475	2698128	+	lp_3034	oxidoreductase	Energy metabolism	Aerobic		@Intracellular				
lp_3036	2698344	2699603	+	ISP1_6	transposase	Other categories	Transposon related functions		@Intracellular				
lp_3038	2699739	2700926	-	lp_3038	ABC transporter, permease protein (putative)	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_3040	2700951	2702729	-	lp_3040	ABC transporter, ATP-binding protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_3042	2702725	2704446	-	lp_3042	ABC transporter, ATP-binding and permease protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_3043	2704867	2705898	+	zmp4	extracellular zinc metalloproteinase	Cell envelope	Cell surface proteins: other	3.4.24.-	@Secretory(released) (with CS)				
lp_3044	2706304	2707500	+	amd	aminohydrolase/peptidase M20D family	Energy metabolism	Amino acids and amines	3.5.1.-	@Intracellular				
lp_3045	2707598	2708485	-	lp_3045	short-chain dehydrogenase/oxidoreductase	Energy metabolism	Aerobic		@Intracellular				
lp_3047	2708742	2709218	-	lp_3047	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_3048	2709324	2710142	-	lp_3048	transcriptional regulator, Xre family (putative)	Regulatory functions	Other		@Intracellular				
lp_3049	2710272	2711753	-	lp_3049	amino acid transport protein	Transport and binding proteins	Amino acids, peptides and amines		@Multi-transmembrane				
lp_3050	2712050	2712442	+	lp_3050	extracellular transglycosylase, membrane-bound (putative)	Cell envelope	Cell surface proteins: membrane bound		@N-terminally anchored (with CS)				
lp_3051	2712741	2713910	+	dhaT	1,3-propanediol dehydrogenase	Fatty acid and phospholipid metabolism	Glycerolipid metabolism	1.1.1.202	@Intracellular				
lp_3054	2715143	2716261	-	lp_3054	aryl-alcohol dehydrogenase	Energy metabolism	Phenolic acids	1.1.1.90	@Intracellular				
lp_3055	2716627	2718549	-	copA	copper transporting ATPase	Transport and binding proteins	Cations	3.6.3.4	@Multi-transmembrane				
lp_3057	2718552	2718818	-	lp_3057	copper-binding protein (putative)	Transport and binding proteins	Cations						
lp_3058	2718837	2719208	-	lp_3058	copper-binding protein (putative)	Transport and binding proteins	Cations						
lp_3059	2719618	2723685	-	aapA	adherence-associated protein	Cell envelope	Cell surface proteins: LPxTG anchor		@LPxTG Cell-wall anchored				
lp_3060	2723822	2724580	-	lp_3060	transcription regulator, AraC family	Regulatory functions	AraC-family regulators		@Intracellular				
lp_3062	2724914	2725195	-	lp_3062	regulator of competence TfoX (putative)	Regulatory functions	Other		@Secretory(released) (with CS)				
lp_3063	2725202	2726467	-	hpk9	histidine protein kinase; sensor protein	Regulatory functions	Two-component regulators	2.7.3.-	@Multi-transmembrane				
lp_3064	2726740	2728224	-	lp_3064	extracellular protein	Cell envelope	Cell surface proteins: other		@Secretory(released) (with CS)				
lp_3066	2728673	2729734	-	lp_3066	cell surface protein precursor, DUF916 family	Cell envelope	Cell surface proteins: other		@LPxTG Cell-wall anchored				
lp_3067	2729896	2730495	-	lp_3067	extracellular protein	Cell envelope	Cell surface proteins: other		@Secretory(released) (with CS)				
lp_3069	2731223	2732188	-	lp_3069	oxidoreductase	Hypothetical proteins	Conserved: putative function	1.-.-.-	@Intracellular				
lp_3070	2732216	2732608	-	lp_3070	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3071	2732707	2733336	-	lp_3071	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3072	2733520	2734560	-	lp_3072	cell surface protein precursor, DUF916 family	Cell envelope	Cell surface proteins: other		@LPxTG Cell-wall anchored				
lp_3073	2734636	2735241	-	lp_3073	extracellular protein	Cell envelope	Cell surface proteins: other		@N-terminally anchored (with CS)				
lp_3074	2735241	2735609	-	lp_3074	cell surface protein precursor	Cell envelope	Cell surface proteins: LPxTG anchor		@LPxTG Cell-wall anchored				
lp_3075	2735789	2738533	-	lp_3075	cell surface protein (putative)	Cell envelope	Cell surface proteins: other		@Intracellular				
lp_3077	2739059	2739880	-	lp_3077	extracellular protein (putative)	Cell envelope	Cell surface proteins: other		@N-terminally anchored (No CS)				
lp_3078	2740019	2740669	-	lp_3078	(pyro)phosphohydrolase, HAD superfamily	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_3079	2740850	2741176	+	lp_3079	transcription regulator, PadR family (putative)	Regulatory functions	Other		@Intracellular				
lp_3080	2741176	2741850	+	lp_3080	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_3081	2741930	2742304	-	lp_3081	transcription regulator, MarR family	Regulatory functions	Other		@Intracellular				
lp_3082	2742416	2743618	+	lp_3082	MFS family transporter, carbohydrate, putative 2,5 didehydro-D-gluconate -like	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_3084	2744152	2744778	+	lp_3084	cell surface protein, ErfK family	Cell envelope	Cell surface proteins: membrane bound		@Secretory(released) (with CS)				
lp_3085	2744916	2746814	-	asnB2	asparagine synthase (glutamine-hydrolysing)	Amino acid biosynthesis	Glutamate family	6.3.5.4	@Intracellular				
lp_3087	2747312	2748055	-	rrp10	two-component response regulator	Regulatory functions	Two-component regulators		@Intracellular				
lp_3088	2748063	2749310	-	hpk10	histidine protein kinase; sensor protein	Regulatory functions	Two-component regulators	2.7.3.-	@Multi-transmembrane				
lp_3089	2749313	2749438	-	lp_3089	auto-inducing peptide (putative)	Regulatory functions	Two-component regulators						
lp_3090	2749668	2750246	-	lp_3090	transcription regulator, TetR family (putative)	Regulatory functions	TetR/AcrR-family regulators		@N-terminally anchored (No CS)				
lp_3091	2750380	2751291	+	lp_3091	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3092	2751334	2752743	+	gabD	succinate-semialdehyde dehydrogenase (NAD(P)+)	Energy metabolism	Amino acids and amines	1.2.1.16	@Intracellular				
lp_3093	2753020	2755599	-	lp_3093	muramidase (putative)	Cell envelope	Murein sacculus and peptidoglycan	3.2.1.17	@N-terminally anchored (No CS)				
lp_3094	2755885	2756166	+	lp_3094	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3095	2756456	2756818	-	lp_3095	transcription regulator, MarR family  (putative)	Regulatory functions	Other		@Intracellular				
lp_3096	2756951	2757676	+	lp_3096	short-chain dehydrogenase/oxidoreductase	Energy metabolism	Aerobic		@N-terminally anchored (No CS)				
lp_3097	2757841	2758404	-	lp_3097	transcription regulator, TetR family (putative)	Regulatory functions	TetR/AcrR-family regulators		@Intracellular				
lp_3098	2758531	2759565	+	lp_3098	NAD-dependent epimerase/dehydratase protein family (putative)	Hypothetical proteins	Conserved: putative function	1.-.-.-	@Intracellular				
lp_3099	2759720	2760283	-	lp_3099	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_3100	2760506	2761456	-	lp_3100	aldo/keto reductase family protein	Hypothetical proteins	Conserved: putative function	1.-.-.-	@Intracellular				
lp_3101	2761576	2763051	-	lp_3101	transport protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_3102	2763169	2763765	+	lp_3102	transcription regulator, TetR family	Regulatory functions	TetR/AcrR-family regulators		@Intracellular				
lp_3103	2763892	2764830	-	fhuD	iron chelatin ABC transporter, substrate binding protein	Transport and binding proteins	Cations		@Lipid anchored				
lp_3104	2765055	2765846	+	fhuC	iron chelatin ABC transporter, ATP-binding protein	Transport and binding proteins	Cations		@Intracellular				
lp_3105	2765846	2766841	+	fhuB	iron chelatin ABC transporter, permease protein	Transport and binding proteins	Cations		@Multi-transmembrane				
lp_3106	2766841	2767833	+	fhuG	iron chelatin ABC transporter, permease protein	Transport and binding proteins	Cations		@Multi-transmembrane				
lp_3107	2768080	2768589	+	lp_3107	transcription regulator, TetR family (putative)	Regulatory functions	TetR/AcrR-family regulators		@Intracellular				
lp_3108	2768576	2769466	-	lp_3108	oxidoreductase	Hypothetical proteins	Conserved: putative function	1.-.-.-	@Intracellular				
lp_3110	2769763	2770506	-	lp_3110	short-chain dehydrogenase/oxidoreductase	Energy metabolism	Aerobic		@Secretory(released) (with CS)				
lp_3111	2770526	2771029	-	lp_3111	acetyltransferase (putative)	Central intermediary metabolism	General						
lp_3112	2771288	2772121	+	lp_3112	short-chain dehydrogenase/oxidoreductase	Energy metabolism	Aerobic		@Intracellular				
lp_3113	2772135	2772512	+	lp_3113	transcription regulator, MerR family	Regulatory functions	MerR-family regulators		@Intracellular				
lp_3114	2772616	2778711	-	lp_3114	mucus-binding protein (putative)	Cell envelope	Cell surface proteins: LPxTG anchor		@LPxTG Cell-wall anchored				
lp_3115	2779183	2780241	-	lp_3115	cell surface protein precursor, DUF916 family	Cell envelope	Cell surface proteins: other		@LPxTG Cell-wall anchored				
lp_3116	2780318	2780887	-	lp_3116	extracellular protein	Cell envelope	Cell surface proteins: other		@Secretory(released) (with CS)				
lp_3117	2780943	2783192	-	lp_3117	cell surface protein (putative)	Cell envelope	Cell surface proteins: other		@N-terminally anchored (No CS)				
lp_3119	2784136	2784795	+	lp_3119	transcription regulator, TetR family	Regulatory functions	TetR/AcrR-family regulators		@Intracellular				
lp_3120	2784795	2786579	+	lepA2	GTP-binding translation elongation factor LepA	Protein synthesis	Translation factors		@Intracellular				
lp_3122	2787063	2788661	-	nhaP4	Na(+)/H(+) antiporter	Transport and binding proteins	Cations		@Multi-transmembrane				
lp_3123	2788966	2789787	-	lp_3123	NADH pyrophosphatase, Nudix family (putative)	Hypothetical proteins	Conserved: putative function	3.6.1.-	@Intracellular				
lp_3124	2789945	2790850	-	lp_3124	transcription regulator, LysR family	Regulatory functions	LysR-family regulators		@Intracellular				
lp_3125	2791021	2792499	+	lp_3125	fumarate reductase, flavoprotein subunit precursor	Energy metabolism	Electron transport	1.3.99.1	@Intracellular				
lp_3127	2792958	2796524	+	lp_3127	mucus-binding protein (putative)	Cell envelope	Cell surface proteins: LPxTG anchor		@LPxTG Cell-wall anchored				
lp_3128	2796734	2797198	+	lp_3128	stress induced DNA binding protein	Cellular processes	Adaptations and atypical conditions (Other)		@Intracellular				
lp_3129	2797326	2797562	-	lp_3129	unknown	Hypothetical proteins	Not conserved: other		@Multi-transmembrane				
lp_3130	2797848	2798642	-	lp_3130	unknown	Hypothetical proteins	Not conserved: other		@N-terminally anchored (No CS)				
lp_3131	2798920	2799750	-	bglG3	transcription antiterminator, BglB family	Regulatory functions	BglB-family regulators		@Intracellular				
lp_3132	2799772	2801220	-	pbg7	6-phospho-beta-glucosidase	Energy metabolism	Sugars	3.2.1.86	@Intracellular				
lp_3133	2801227	2803071	-	pts24BCA	beta-glucosides PTS, EIIBCA	Transport and binding proteins	PTS systems	2.7.1.69	@Multi-transmembrane				
lp_3134	2803412	2803780	+	lp_3134	extracellular protein, DUF 1093 family, membrane-bound (putative)	Cell envelope	Cell surface proteins: membrane bound		@N-terminally anchored (No CS)				
lp_3135	2803918	2805906	-	tkt3	transketolase	Energy metabolism	Pentose phosphate pathway	2.2.1.1	@Intracellular				
lp_3136	2805959	2807332	-	lp_3136	sugar-specific permease 	Transport and binding proteins	Carbohydrates, organic alcohols and acids		@Multi-transmembrane				
lp_3137	2807351	2807650	-	pts25B	PTS, EIIB	Transport and binding proteins	PTS systems		@N-terminally anchored (No CS)				
lp_3138	2807650	2809770	-	lp_3138	bifunctional protein: transcriptional antiterminator, BglG family; PTS, EIIA	Transport and binding proteins	PTS systems		@Intracellular				
lp_3139	2810465	2811727	+	lp_3139	integral membrane protein (putative)	Hypothetical proteins	Not conserved: membrane poteins		@Multi-transmembrane				
lp_3141	2812055	2812327	-	lp_3141	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3142	2812436	2813020	+	lp_3142	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3143	2813405	2813662	-	lp_3143	transcription regulator (pseudogene)	Regulatory functions	Other						
lp_3144	2813916	2814329	-	lp_3144	oxidoreductase, C-terminal fragment	Hypothetical proteins	Conserved: putative function						
lp_3145	2814333	2814872	-	lp_3145	oxidoreductase, N-terminal fragment	Hypothetical proteins	Conserved: putative function						
lp_3150	2815899	2816984	+	lp_3150	malate dehydrogenase (putative)	Energy metabolism	TCA cycle	1.1.1.37	@Intracellular				
lp_3151	2817458	2818261	+	acm3-N	cell wall hydrolase/muramidase, N-terminal fragment	Cell envelope	Murein sacculus and peptidoglycan	3.2.1.17					
lp_3153	2818340	2818789	+	acm3-M	cell wall hydrolase/muramidase, middle fragment	Cell envelope	Murein sacculus and peptidoglycan	3.2.1.17					
lp_3154	2818829	2819290	+	acm3-C	cell wall hydrolase/muramidase, C-terminal fragment	Cell envelope	Murein sacculus and peptidoglycan	3.2.1.17					
lp_3155	2819313	2819969	+	lp_3155	cell surface protein, ErfK family	Cell envelope	Cell surface proteins: other		@Secretory(released) (with CS)				
lp_3156	2820195	2820827	-	lp_3156	2,5 diketo-D-gluconic acid -like  reductase (C-terminal fragment), NADP dependent, (promiscuous)	Hypothetical proteins	Conserved: putative function						
lp_3157	2820826	2821053	-	lp_3157	2,5 diketo-D-gluconic acid -like  reductase (N-terminal fragment), NADP dependent, (promiscuous)	Hypothetical proteins	Conserved: putative function						
lp_3158	2821068	2821667	-	lp_3158	oxidoreductase	Energy metabolism	Aerobic		@Intracellular				
lp_3159	2821671	2822111	-	baiE	bile acid 7-alpha-dehydratase	Fatty acid and phospholipid metabolism	Bile acid biosynthesis and degradation	4.2.1.106	@Intracellular				
lp_3160	2822239	2823693	-	lp_3160	multidrug transport protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_3161	2823705	2824079	-	lp_3161	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_3164	2824392	2824973	-	lp_3164	transcription regulator, TetR family (putative)	Regulatory functions	TetR/AcrR-family regulators		@Intracellular				
lp_3165	2825558	2825719	-	lp_3165	transposase, fragment	Other categories	Transposon related functions		@Intracellular				
lp_3167	2825861	2826088	-	lp_3167	transposase, fragment	Other categories	Transposon related functions						
lp_3168	2826137	2826346	-	lp_3168	transposase, fragment	Other categories	Transposon related functions		@Intracellular				
lp_3169	2827250	2827513	-	lp_3169	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3170	2827655	2828344	-	pmg9	phosphoglycerate mutase family protein	Energy metabolism	Glycolysis	5.4.2.1	@Intracellular				
lp_3171	2828423	2829502	-	lp_3171	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_3172	2829653	2830804	-	xylR	xylose operon regulator, ROK family	Regulatory functions	Other		@Intracellular				
lp_3173	2831179	2832216	-	lp_3173	cell surface protein, membrane-anchored (putative)	Cell envelope	Cell surface proteins: membrane bound		@N-terminally anchored (No CS)				
lp_3174	2832356	2833546	+	cfa2	cyclopropane-fatty-acyl-phospholipid synthase	Fatty acid and phospholipid metabolism	General	2.1.1.79	@Intracellular				
lp_3175	2833634	2834545	-	lp_3175	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_3176	2834881	2835984	-	pkn2	serine/threonine protein kinase	Protein fate	Protein modification and repair	2.7.11.1	@Multi-transmembrane				
lp_3177	2836009	2836368	+	lp_3177	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_3178	2836380	2836931	+	lp_3178	extracellular protein (putative)	Cell envelope	Cell surface proteins: other		@Secretory(released) (with CS)				
lp_3179	2836986	2837417	+	lp_3179	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3180	2837554	2837910	-	lp_3180	integral membrane protein	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane				
lp_3183	2838457	2839104	-	lp_3183	transport protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_3184	2839167	2839514	-	lp_3184	branched-chain amino acid transport protein	Transport and binding proteins	Amino acids, peptides and amines		@Multi-transmembrane				
lp_3185	2839538	2840320	-	lp_3185	branched-chain amino acid transport protein	Transport and binding proteins	Amino acids, peptides and amines		@Multi-transmembrane				
lp_3187	2840461	2840955	-	bar	phosphinothricin N-acetyltransferase	Other categories	Drug and analog sensitivity	2.3.1.-	@Intracellular				
lp_3189	2841544	2842875	-	dacA1	serine-type D-Ala-D-Ala carboxypeptidase	Cell envelope	Murein sacculus and peptidoglycan	3.4.16.4	@Secretory(released) (with CS)				
lp_3190	2842948	2844105	-	hpk11	histidine protein kinase; sensor protein	Regulatory functions	Two-component regulators	2.7.3.-	@Multi-transmembrane				
lp_3191	2844125	2844811	-	rrp11	two-component response regulator	Regulatory functions	Two-component regulators		@Intracellular				
lp_3192	2844905	2845591	-	lp_3192	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_3193	2845770	2846696	-	prtM2	peptidylprolyl isomerase	Protein fate	Protein folding and stabilization	5.2.1.8	@Lipid anchored				
lp_3194	2846968	2848116	-	guaB	IMP dehydrogenase 	Purines, pyrimidines, nucleosides and nucleotides	Purine ribonucleotide biosynthesis	1.1.1.205					
lp_3195	2848405	2849127	-	lp_3195	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_3196	2849152	2850249	-	lp_3196	GTP-binding protein/GTPase (putative)	Regulatory functions	GTP-binding proteins		@Intracellular				
lp_3197	2850283	2850471	-	lp_3197	cell division protein (putative)	Cellular processes	Cell division		@Intracellular				
lp_3198	2850499	2851386	-	parB1	Chomosome partitioning protein, DNA-binding protein	Cellular processes	Cell division		@Intracellular				
lp_3199	2851379	2852143	-	parA	Chomosome partitioning protein, membrane-associated ATPase	Cellular processes	Cell division		@Intracellular				
lp_3200	2852149	2852997	-	parB2	Chromosome partitioning protein, DNA-binding protein	Cellular processes	Cell division		@Intracellular				
lp_3201	2853018	2853749	-	gidB	methyltransferase, cell division protein GidB	Cellular processes	Cell division	2.1.-.-	@Intracellular				
lp_3204	2854093	2855373	-	nupC	pyrimidine nucleoside transport protein	Transport and binding proteins	Nucleosides, purines and pyrimidines		@Multi-transmembrane				
lp_3205	2856108	2856938	+	lp_3205	cell surface hydrolase, DUF915 family, membrane-bound (putative)	Cell envelope	Cell surface proteins: membrane bound		@N-terminally anchored (No CS)				
lp_3206	2857516	2858409	-	lp_3206	transcription regulator, LysR family	Regulatory functions	LysR-family regulators		@Intracellular				
lp_3207	2858550	2859773	+	lp_3207	aminotransferase	Energy metabolism	Amino acids and amines	2.6.1.-	@Intracellular				
lp_3209	2860144	2860944	+	lp_3209	ABC transporter, substrate binding protein, cystine	Transport and binding proteins	Amino acids, peptides and amines		@Lipid anchored				
lp_3210	2861016	2861720	+	lp_3210	ABC transporter, permease protein, cystine	Transport and binding proteins	Amino acids, peptides and amines		@Multi-transmembrane				
